creatorLabel,datebirth,datedeath,placebirthLabel,coord,lat_long,placedeathLabel,coord_2,lat_long_2
Giulio Bonasone,1498-01-01T00:00:00Z,1574-01-01T00:00:00Z,Bologne,Point(11.342777777 44.493888888),"44.493888888889, 11.342777777778",Bologne,,"44.493888888889, 11.342777777778"
Joseph Weiß,1487-01-01T00:00:00Z,1565-01-01T00:00:00Z,Balingen,Point(8.850555555 48.273055555),"48.273055555556, 8.8505555555556",Balingen,,"48.273055555556, 8.8505555555556"
Francesco Morone,1471-01-01T00:00:00Z,1529-06-05T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Vérone,,"45.438158333333, 10.993741666667"
Frans Pourbus l'Ancien,1545-01-01T00:00:00Z,1581-10-09T00:00:00Z,Bruges,Point(3.22 51.209444444),"51.209444444444, 3.22",Anvers,,"51.216666666667, 4.4"
Giulio Campi,1502-01-01T00:00:00Z,1572-01-01T00:00:00Z,Crémone,Point(10.033333333 45.133333333),"45.133333333333, 10.033333333333",Crémone,,"45.133333333333, 10.033333333333"
Hans Herbst,1470-01-01T00:00:00Z,1552-11-10T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),"48.573333333333, 7.7522222222222",Bâle,,"47.550555555556, 7.5911111111111"
Hans Sebald Lautensack,1524-01-01T00:00:00Z,1565-01-01T00:00:00Z,Bamberg,Point(10.891666666 49.891666666),"49.891666666667, 10.891666666667",Vienne,,"48.20833, 16.373064"
Hans Sebald Lautensack,1524-01-01T00:00:00Z,1565-01-01T00:00:00Z,Bamberg,Point(10.891666666 49.891666666),"49.89166667, 10.88888889",Vienne,,"48.20833, 16.373064"
Stanisław Samostrzelnik,1490-01-01T00:00:00Z,1541-01-01T00:00:00Z,Cracovie,Point(19.95 50.066666666),"50.066666666667, 19.95",Cracovie,,"50.066666666667, 19.95"
Liberale da Verona,1441-01-01T00:00:00Z,1529-01-01T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Vérone,,"45.438158333333, 10.993741666667"
Francesco Bianchi,1447-01-01T00:00:00Z,1510-02-08T00:00:00Z,Ferrare,Point(11.619865 44.835297),"44.835297, 11.619865",Modène,,"44.64582, 10.92572"
Jan van Calcar,1500-01-01T00:00:00Z,1546-01-01T00:00:00Z,Clèves,Point(6.135277777 51.7875),"51.7875, 6.1352777777778",Naples,,"40.833333333333, 14.25"
Wouter Pietersz Crabeth,1510-01-01T00:00:00Z,1590-01-01T00:00:00Z,Gouda,Point(4.716666666 52.016666666),"52.016666666667, 4.7166666666667",Gouda,,"52.016666666667, 4.7166666666667"
Wouter Pietersz Crabeth,1510-01-01T00:00:00Z,1590-01-01T00:00:00Z,Gouda,Point(4.716666666 52.016666666),"52.01917, 4.7079",Gouda,,"52.016666666667, 4.7166666666667"
Wouter Pietersz Crabeth,1510-01-01T00:00:00Z,1590-01-01T00:00:00Z,Gouda,Point(4.716666666 52.016666666),"52.016666666667, 4.7166666666667",Gouda,,"52.01917, 4.7079"
Wouter Pietersz Crabeth,1510-01-01T00:00:00Z,1590-01-01T00:00:00Z,Gouda,Point(4.716666666 52.016666666),"52.01917, 4.7079",Gouda,,"52.01917, 4.7079"
Lucas van Valckenborch,1535-01-01T00:00:00Z,1597-02-02T00:00:00Z,Louvain,Point(4.7 50.866666666),"50.866666666667, 4.7",Francfort-sur-le-Main,,"50.113611111111, 8.6797222222222"
Gerlach Flicke,1495-01-01T00:00:00Z,1558-01-01T00:00:00Z,Osnabrück,Point(8.043055555 52.278888888),"52.278888888889, 8.0430555555556",Londres,,"51.507222222222, -0.1275"
Hans Bocksberger,1510-01-01T00:00:00Z,1561-01-01T00:00:00Z,Salzbourg,Point(13.364166666 47.766944444),"47.766944444444, 13.364166666667",Salzbourg,,"47.766944444444, 13.364166666667"
Fiorenzo di Lorenzo,1445-01-01T00:00:00Z,1522-01-01T00:00:00Z,Pérouse,Point(12.3888 43.1121),"43.1121, 12.3888",Pérouse,,"43.1121, 12.3888"
Niccolò Alunno,1430-01-01T00:00:00Z,1502-01-01T00:00:00Z,Foligno,Point(12.703333333 42.956111111),"42.956111111111, 12.703333333333",Foligno,,"42.956111111111, 12.703333333333"
Hans Sebald Lautensack,1524-01-01T00:00:00Z,1565-01-01T00:00:00Z,Bamberg,Point(10.88888889 49.89166667),"49.891666666667, 10.891666666667",Vienne,,"48.20833, 16.373064"
Hans Sebald Lautensack,1524-01-01T00:00:00Z,1565-01-01T00:00:00Z,Bamberg,Point(10.88888889 49.89166667),"49.89166667, 10.88888889",Vienne,,"48.20833, 16.373064"
Giovanni di Pietro,1450-01-01T00:00:00Z,1528-01-01T00:00:00Z,Pérouse,Point(12.3888 43.1121),"43.1121, 12.3888",Spolète,,"42.733333333333, 12.733333333333"
Heinrich Königswieser,1530-01-01T00:00:00Z,1583-01-01T00:00:00Z,Königsberg,Point(20.516666666 54.716666666),"54.716666666667, 20.516666666667",Königsberg,,"54.716666666667, 20.516666666667"
Girolamo dai Libri,1474-01-01T00:00:00Z,1555-07-02T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Vérone,,"45.438158333333, 10.993741666667"
Xu Guo,1456-01-01T00:00:00Z,1526-01-01T00:00:00Z,Chine,Point(105.0 35.0),"35, 105",Chine,,"35, 105"
Ludovico Mazzolino,1480-01-01T00:00:00Z,1528-01-01T00:00:00Z,Plovdiv,Point(24.748888888 42.143333333),"42.143333333333, 24.748888888889",Ferrare,,"44.835297, 11.619865"
Hans Clemer,1480-01-01T00:00:00Z,1512-01-01T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777),"43.527777777778, 5.4455555555556",Piémont,,"45.25, 7.9166666666667"
Giovanni Francesco Caroto,1480-01-01T00:00:00Z,1555-04-29T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Vérone,,"45.438158333333, 10.993741666667"
Martin van Cleve,1527-01-01T00:00:00Z,1581-01-01T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Anvers,,"51.216666666667, 4.4"
Willem Key,1510-01-01T00:00:00Z,1568-06-05T00:00:00Z,Bréda,Point(4.783333333 51.583333333),"51.583333333333, 4.7833333333333",Anvers,,"51.216666666667, 4.4"
Timoteo della Vite,1469-01-01T00:00:00Z,1523-01-01T00:00:00Z,Urbino,Point(12.6372 43.725238888),"43.725238888889, 12.6372",Urbino,,"43.725238888889, 12.6372"
Matthias Gerung,1500-01-01T00:00:00Z,1570-01-01T00:00:00Z,Nördlingen,Point(10.5 48.85),"48.85, 10.5",Lauingen (Donau),,"48.566666666667, 10.433333333333"
Paul Lautensack,1478-01-01T00:00:00Z,1558-08-15T00:00:00Z,Bamberg,Point(10.88888889 49.89166667),"49.891666666667, 10.891666666667",Nuremberg,,"49.452777777778, 11.077777777778"
Paul Lautensack,1478-01-01T00:00:00Z,1558-08-15T00:00:00Z,Bamberg,Point(10.88888889 49.89166667),"49.89166667, 10.88888889",Nuremberg,,"49.452777777778, 11.077777777778"
Girolamo Mazzola Bedoli,1500-01-01T00:00:00Z,1569-01-01T00:00:00Z,Viadana,Point(10.52 44.926666666),"44.926666666667, 10.52",Parme,,"44.801472222222, 10.328"
Cristoforo Gherardi,1508-12-05T00:00:00Z,1556-04-14T00:00:00Z,Sansepolcro,Point(12.143888888 43.575555555),"43.575555555556, 12.143888888889",Sansepolcro,,"43.575555555556, 12.143888888889"
Riccardo Quartararo,1443-01-01T00:00:00Z,1506-01-01T00:00:00Z,Sciacca,Point(13.088888888 37.509166666),"37.509166666667, 13.088888888889",Palerme,,"38.115658, 13.361262"
Hubert Goltzius,1526-11-13T00:00:00Z,1583-03-24T00:00:00Z,Venlo,Point(6.166666666 51.366666666),"51.366666666667, 6.1666666666667",Bruges,,"51.209444444444, 3.22"
Mariano Riccio,1510-01-01T00:00:00Z,1593-01-01T00:00:00Z,Messine,Point(15.55 38.183333333),"38.183333333333, 15.55",Messine,,"38.183333333333, 15.55"
Giacomo Pacchiarotti,1474-01-01T00:00:00Z,1540-01-01T00:00:00Z,Sienne,Point(11.331388888 43.318333333),"43.318333333333, 11.331388888889",Viterbe,,"42.418611111111, 12.104166666667"
Hubert Goltzius,1526-11-09T00:00:00Z,1583-03-24T00:00:00Z,Venlo,Point(6.166666666 51.366666666),"51.366666666667, 6.1666666666667",Bruges,,"51.209444444444, 3.22"
Matteo Civitali,1436-01-01T00:00:00Z,1501-10-12T00:00:00Z,Lucques,Point(10.516666666 43.85),"43.85, 10.516666666667",Lucques,,"43.85, 10.516666666667"
Giovanni Battista Fontana,1524-01-01T00:00:00Z,1587-09-25T00:00:00Z,Aalen,Point(10.093611111 48.837222222),"48.837222222222, 10.093611111111",Innsbruck,,"47.266666666667, 11.383333333333"
Jacob Grimmer,1525-01-01T00:00:00Z,1590-01-01T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Anvers,,"51.216666666667, 4.4"
Giovannello da Itala,1504-01-01T00:00:00Z,1531-01-01T00:00:00Z,Itala,Point(15.436944444 38.051111111),"38.051111111111, 15.436944444444",Messine,,"38.183333333333, 15.55"
Juan Fernández Navarette,1526-01-01T00:00:00Z,1579-03-28T00:00:00Z,Logroño,Point(-2.445555555 42.47),"42.47, -2.4455555555556",Tolède,,"39.866666666667, -4.0333333333333"
Matteo Civitali,1436-06-05T00:00:00Z,1502-01-01T00:00:00Z,Lucques,Point(10.516666666 43.85),"43.85, 10.516666666667",Lucques,,"43.85, 10.516666666667"
Rueland Frueauf l'ancien,1440-01-01T00:00:00Z,1507-01-01T00:00:00Z,Obernberg am Inn,Point(13.336111111 48.321111111),"48.321111111111, 13.336111111111",Passau,,"48.566666666667, 13.466666666667"
Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.154444444444, 4.4947222222222",Leyde,,"52.154444444444, 4.4947222222222"
Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.15274, 4.4836",Leyde,,"52.154444444444, 4.4947222222222"
Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.154444444444, 4.4947222222222",Leyde,,"52.15274, 4.4836"
Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.15274, 4.4836",Leyde,,"52.15274, 4.4836"
Adriaen de Weerdt,1510-01-01T00:00:00Z,1590-01-01T00:00:00Z,Bruxelles,Point(4.3547 50.8467),"50.8467, 4.3547",Cologne,,"50.942222222222, 6.9577777777778"
Mattheus Bril,1550-01-01T00:00:00Z,1583-06-08T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Rome,,"41.893055555556, 12.482777777778"
Girolamo Mazzola Bedoli,1500-01-01T00:00:00Z,1569-01-01T00:00:00Z,Parme,Point(10.328 44.801472222),"44.801472222222, 10.328",Parme,,"44.801472222222, 10.328"
Matteo Civitali,1436-01-01T00:00:00Z,1502-01-01T00:00:00Z,Lucques,Point(10.516666666 43.85),"43.85, 10.516666666667",Lucques,,"43.85, 10.516666666667"
Paul Lautensack,1478-01-01T00:00:00Z,1558-08-15T00:00:00Z,Bamberg,Point(10.891666666 49.891666666),"49.891666666667, 10.891666666667",Nuremberg,,"49.452777777778, 11.077777777778"
Paul Lautensack,1478-01-01T00:00:00Z,1558-08-15T00:00:00Z,Bamberg,Point(10.891666666 49.891666666),"49.89166667, 10.88888889",Nuremberg,,"49.452777777778, 11.077777777778"
Hubert Goltzius,1526-11-13T00:00:00Z,1583-03-24T00:00:00Z,Wurtzbourg,Point(9.929444444 49.794444444),"49.794444444444, 9.9294444444444",Bruges,,"51.209444444444, 3.22"
Francesco Vecellio,1475-01-01T00:00:00Z,1559-01-01T00:00:00Z,Pieve di Cadore,Point(12.366666666 46.433333333),"46.433333333333, 12.366666666667",Pieve di Cadore,,"46.433333333333, 12.366666666667"
Jörg Kölderer,1465-01-01T00:00:00Z,1540-07-01T00:00:00Z,Inzing,Point(11.2 47.272222222),"47.272222222222, 11.2",Innsbruck,,"47.266666666667, 11.383333333333"
Dominique Lampson,1532-01-01T00:00:00Z,1599-01-01T00:00:00Z,Bruges,Point(3.22 51.209444444),"51.209444444444, 3.22",Liège,,"50.65, 5.5666666666667"
Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.154444444444, 4.4947222222222",Leyde,,"52.154444444444, 4.4947222222222"
Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.15274, 4.4836",Leyde,,"52.154444444444, 4.4947222222222"
Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.154444444444, 4.4947222222222",Leyde,,"52.15274, 4.4836"
Aartgens,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.15274, 4.4836",Leyde,,"52.15274, 4.4836"
Hubert Goltzius,1526-11-09T00:00:00Z,1583-03-24T00:00:00Z,Wurtzbourg,Point(9.929444444 49.794444444),"49.794444444444, 9.9294444444444",Bruges,,"51.209444444444, 3.22"
Francesco Vecellio,1475-01-01T00:00:00Z,1560-01-01T00:00:00Z,Pieve di Cadore,Point(12.366666666 46.433333333),"46.433333333333, 12.366666666667",Pieve di Cadore,,"46.433333333333, 12.366666666667"
Antonio Solario,1465-01-01T00:00:00Z,1514-01-01T00:00:00Z,Civita d'Antino,Point(13.4725 41.886666666),"41.886666666667, 13.4725",Naples,,"40.833333333333, 14.25"
Matteo Civitali,1436-06-05T00:00:00Z,1501-10-12T00:00:00Z,Lucques,Point(10.516666666 43.85),"43.85, 10.516666666667",Lucques,,"43.85, 10.516666666667"
Narziß Renner,1502-01-01T00:00:00Z,1536-01-01T00:00:00Z,Augsbourg,Point(10.898333333 48.371666666),"48.371666666667, 10.898333333333",Augsbourg,,"48.371666666667, 10.898333333333"
Morto da Feltre,1480-01-01T00:00:00Z,1527-01-01T00:00:00Z,Feltre,Point(11.9 46.016666666),"46.016666666667, 11.9",Zadar,,"44.116666666667, 15.216666666667"
Martino Rota,1520-01-01T00:00:00Z,1583-01-01T00:00:00Z,Šibenik,Point(15.895555555 43.733888888),"43.733888888889, 15.895555555556",Vienne,,"48.20833, 16.373064"
Bernardo Parentino,1437-01-01T00:00:00Z,1531-11-07T00:00:00Z,Poreč,Point(13.583333333 45.216666666),"45.216666666667, 13.583333333333",Vicence,,"45.55, 11.55"
Ludwig Refinger,1510-01-01T00:00:00Z,1549-01-01T00:00:00Z,Ingolstadt,Point(11.426111111 48.763611111),"48.76667, 11.41469",Munich,,"48.133333333333, 11.566666666667"
Ludwig Refinger,1510-01-01T00:00:00Z,1549-01-01T00:00:00Z,Ingolstadt,Point(11.426111111 48.763611111),"48.763611111111, 11.426111111111",Munich,,"48.133333333333, 11.566666666667"
Paolo Morando,1486-01-01T00:00:00Z,1522-01-01T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Vérone,,"45.438158333333, 10.993741666667"
Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.154444444444, 4.4947222222222",Leyde,,"52.154444444444, 4.4947222222222"
Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.15274, 4.4836",Leyde,,"52.154444444444, 4.4947222222222"
Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.154444444444, 4.4947222222222",Leyde,,"52.15274, 4.4836"
Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,Point(4.494722222 52.154444444),"52.15274, 4.4836",Leyde,,"52.15274, 4.4836"
Dirck Barendsz,1534-01-01T00:00:00Z,1592-05-26T00:00:00Z,Amsterdam,Point(4.9 52.383333333),"52.383333333333, 4.9",Amsterdam,,"52.383333333333, 4.9"
Léonard Limosin,1505-01-01T00:00:00Z,1575-01-01T00:00:00Z,Limoges,Point(1.261666666 45.834444444),"45.834444444444, 1.2616666666667",Limoges,,"45.834444444444, 1.2616666666667"
Lucas Gassel,1490-01-01T00:00:00Z,1568-01-01T00:00:00Z,Helmond,Point(5.65 51.483333333),"51.483333333333, 5.65",Bruxelles,,"50.8467, 4.3547"
Lucas Gassel,1490-01-01T00:00:00Z,1568-01-01T00:00:00Z,Helmond,Point(5.65 51.483333333),"51.47968, 5.65559",Bruxelles,,"50.8467, 4.3547"
Girolamo Siciolante da Sermoneta,1521-01-01T00:00:00Z,1575-01-01T00:00:00Z,Sermoneta,Point(12.983333333 41.55),"41.55, 12.983333333333",Rome,,"41.893055555556, 12.482777777778"
Niccolò Giolfino,1476-01-01T00:00:00Z,1555-01-01T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Vérone,,"45.438158333333, 10.993741666667"
Ludger tom Ring l'Ancien,1496-01-01T00:00:00Z,1547-04-03T00:00:00Z,Münster,Point(7.633333333 51.966666666),"51.966666666667, 7.6333333333333",Münster,,"51.966666666667, 7.6333333333333"
Gielis Panhedel,1490-01-01T00:00:00Z,1557-01-01T00:00:00Z,Bruxelles,Point(4.3547 50.8467),"50.8467, 4.3547",Bruxelles,,"50.846666666667, 4.3525"
Lazzaro Bastiani,1429-01-01T00:00:00Z,1512-04-25T00:00:00Z,Padoue,Point(11.877777777 45.406388888),"45.406388888889, 11.877777777778",Venise,,"45.439722222222, 12.331944444444"
Bernardino de Conti,1465-01-01T00:00:00Z,1525-01-01T00:00:00Z,Castelseprio,Point(8.86161 45.71372),"45.71372, 8.86161",Pavie,,"45.185280555556, 9.155"
Ludwig Refinger,1510-01-01T00:00:00Z,1549-01-01T00:00:00Z,Ingolstadt,Point(11.41469 48.76667),"48.76667, 11.41469",Munich,,"48.133333333333, 11.566666666667"
Ludwig Refinger,1510-01-01T00:00:00Z,1549-01-01T00:00:00Z,Ingolstadt,Point(11.41469 48.76667),"48.763611111111, 11.426111111111",Munich,,"48.133333333333, 11.566666666667"
Anthonie Blocklandt van Montfoort,1533-01-01T00:00:00Z,1583-01-01T00:00:00Z,Montfoort,Point(4.9508 52.045),"52.045, 4.9508",Utrecht,,"52.088888888889, 5.1155555555556"
Michael Ostendorfer,1490-01-01T00:00:00Z,1559-12-14T00:00:00Z,Hemau,Point(11.782777777 49.051944444),"49.051944444444, 11.782777777778",Ratisbonne,,"49.016666666667, 12.083333333333"
Sigmund Holbein,1475-01-01T00:00:00Z,1540-11-18T00:00:00Z,Augsbourg,Point(10.898333333 48.371666666),"48.371666666667, 10.898333333333",Berne,,"46.950833333333, 7.4386111111111"
Alessandro Araldi,1460-01-01T00:00:00Z,1529-01-01T00:00:00Z,Parme,Point(10.328 44.801472222),"44.801472222222, 10.328",Parme,,"44.801472222222, 10.328"
Dirck Barendsz,1534-01-01T00:00:00Z,1592-01-01T00:00:00Z,Amsterdam,Point(4.9 52.383333333),"52.383333333333, 4.9",Amsterdam,,"52.383333333333, 4.9"
Giulio Campagnola,1482-01-01T00:00:00Z,1515-01-01T00:00:00Z,Padoue,Point(11.877777777 45.406388888),"45.406388888889, 11.877777777778",Venise,,"45.439722222222, 12.331944444444"
Michael Heuffner,1483-01-01T00:00:00Z,1511-01-01T00:00:00Z,Egra,Point(12.373995588 50.079759165),"50.079759165169, 12.373995588434",Zwickau,,"50.718888888889, 12.496111111111"
Biagio di Antonio Tucci,1446-01-01T00:00:00Z,1516-06-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Domenico Riccio,1516-01-01T00:00:00Z,1567-01-01T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Vérone,,"45.438158333333, 10.993741666667"
Peter Hemmel von Andlau,1420-01-01T00:00:00Z,1501-01-01T00:00:00Z,Andlau,Point(7.417777777 48.386388888),"48.386388888889, 7.4177777777778",Strasbourg,,"48.573333333333, 7.7522222222222"
Paolo da San Leocadio,1447-09-10T00:00:00Z,1520-01-01T00:00:00Z,Reggio d'Émilie,Point(10.633333333 44.7),"44.7, 10.633333333333",Valence,,"39.466666666667, -0.375"
Pedro de Campaña,1503-01-01T00:00:00Z,1586-01-01T00:00:00Z,Bruxelles,Point(4.3525 50.846666666),"50.846666666667, 4.3525",Bruxelles,,"50.8467, 4.3547"
Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.154444444444, 4.4947222222222",Leyde,,"52.154444444444, 4.4947222222222"
Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.15274, 4.4836",Leyde,,"52.154444444444, 4.4947222222222"
Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.154444444444, 4.4947222222222",Leyde,,"52.15274, 4.4836"
Pieter Cornelisz Kunst,1484-01-01T00:00:00Z,1561-01-01T00:00:00Z,Leyde,Point(4.4836 52.15274),"52.15274, 4.4836",Leyde,,"52.15274, 4.4836"
Gillis Mostaert,1528-01-01T00:00:00Z,1598-12-28T00:00:00Z,Hulst,Point(4.033333333 51.283333333),"51.283333333333, 4.0333333333333",Anvers,,"51.216666666667, 4.4"
Francisco de Holanda,1517-09-06T00:00:00Z,1584-06-19T00:00:00Z,Lisbonne,Point(-9.166666666 38.716666666),"38.716666666667, -9.1666666666667",Lisbonne,,"38.716666666667, -9.1666666666667"
Michele Tosini,1503-05-28T00:00:00Z,1577-11-17T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Giovanni Antonio Lappoli,1492-01-01T00:00:00Z,1552-01-01T00:00:00Z,Arezzo,Point(11.878055555 43.463055555),"43.463055555556, 11.878055555556",Arezzo,,"43.463055555556, 11.878055555556"
Lucas D'Heere,1534-01-01T00:00:00Z,1584-08-29T00:00:00Z,Gand,Point(3.716666666 51.05),"51.05, 3.7166666666667",Paris,,"48.856577777778, 2.3518277777778"
Lucas Gassel,1490-01-01T00:00:00Z,1568-01-01T00:00:00Z,Helmond,Point(5.65559 51.47968),"51.483333333333, 5.65",Bruxelles,,"50.8467, 4.3547"
Lucas Gassel,1490-01-01T00:00:00Z,1568-01-01T00:00:00Z,Helmond,Point(5.65559 51.47968),"51.47968, 5.65559",Bruxelles,,"50.8467, 4.3547"
Hermann tom Ring,1521-01-02T00:00:00Z,1596-10-18T00:00:00Z,Münster,Point(7.633333333 51.966666666),"51.966666666667, 7.6333333333333",Münster,,"51.966666666667, 7.6333333333333"
Francesco Maria Rondani,1490-07-15T00:00:00Z,1550-01-01T00:00:00Z,Parme,Point(10.328 44.801472222),"44.801472222222, 10.328",Parme,,"44.801472222222, 10.328"
Bernaert de Rijckere,1535-01-01T00:00:00Z,1590-01-01T00:00:00Z,Courtrai,Point(3.266666666 50.833333333),"50.833333333333, 3.2666666666667",Anvers,,"51.216666666667, 4.4"
Jan de Beer,1475-01-01T00:00:00Z,1528-01-01T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Anvers,,"51.216666666667, 4.4"
Mirabello Cavalori,1535-01-01T00:00:00Z,1572-08-27T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Baldassarre Carrari le Jeune,1460-01-01T00:00:00Z,1516-01-01T00:00:00Z,Forlì,Point(12.040833333 44.2225),"44.2225, 12.040833333333",Ravenne,,"44.417777777778, 12.199444444444"
Giovan Francesco Penni,1488-01-01T00:00:00Z,1528-01-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Naples,,"40.833333333333, 14.25"
Lancelot Blondeel,1498-01-01T00:00:00Z,1561-03-04T00:00:00Z,Poperinge,Point(2.7256 50.8547),"50.8547, 2.7256",Bruges,,"51.209444444444, 3.22"
Giovanni Larciani,1484-01-01T00:00:00Z,1527-01-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Hans Schüchlin,1440-01-01T00:00:00Z,1505-01-01T00:00:00Z,Ulm,Point(9.983333333 48.4),"48.4, 9.9833333333333",Ulm,,"48.4, 9.9833333333333"
Leonardo di Francesco di Lazzaro Malatesta,1483-01-01T00:00:00Z,1518-01-01T00:00:00Z,Pistoia,Point(10.916666666 43.933333333),"43.933333333333, 10.916666666667",Pistoia,,"43.933333333333, 10.916666666667"
Domenico Morone,1442-01-01T00:00:00Z,1518-01-01T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Vérone,,"45.438158333333, 10.993741666667"
Marcello Venusti,1510-01-01T00:00:00Z,1579-10-15T00:00:00Z,Mazzo di Valtellina,Point(10.25 46.25),"46.25, 10.25",Rome,,"41.893055555556, 12.482777777778"
Romulo Cincinato,1502-01-01T00:00:00Z,1593-01-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Madrid,,"40.418888888889, -3.6919444444444"
Pedro Machuca,1490-01-01T00:00:00Z,1550-01-01T00:00:00Z,Tolède,Point(-4.033333333 39.866666666),"39.866666666667, -4.0333333333333",Grenade,,"37.178055555556, -3.6008333333333"
Frans Mostaert,1528-01-01T00:00:00Z,1560-01-01T00:00:00Z,Hulst,Point(4.0539 51.3158),"51.3158, 4.0539",Anvers,,"51.216666666667, 4.4"
Domenico Alfani,1480-01-01T00:00:00Z,1553-01-01T00:00:00Z,Pérouse,Point(12.3888 43.1121),"43.1121, 12.3888",Pérouse,,"43.1121, 12.3888"
Bernardino di Mariotto,1478-01-01T00:00:00Z,1566-01-01T00:00:00Z,Pérouse,Point(12.3888 43.1121),"43.1121, 12.3888",Pérouse,,"43.1121, 12.3888"
Giovanni Antonio Sogliani,1492-01-01T00:00:00Z,1544-07-25T00:00:00Z,Florence,Point(11.254166666 43.771388888),"43.771388888889, 11.254166666667",Florence,,"43.771388888889, 11.254166666667"
Salvo d'Antonio,1461-01-01T00:00:00Z,1526-01-01T00:00:00Z,Messine,Point(15.55 38.183333333),"38.183333333333, 15.55",Messine,,"38.183333333333, 15.55"
Giovanni Paolo Lomazzo,1538-05-16T00:00:00Z,1592-01-27T00:00:00Z,Milan,Point(9.190336 45.464161),"45.464161, 9.190336",Milan,,"45.464161, 9.190336"
Giulio Licinio,1527-01-01T00:00:00Z,1591-04-28T00:00:00Z,Venise,Point(12.331944444 45.439722222),"45.439722222222, 12.331944444444",Venise,,"45.439722222222, 12.331944444444"
Heinrich Vogtherr,1513-01-01T00:00:00Z,1568-01-01T00:00:00Z,Dillingen,Point(10.466666666 48.566666666),"48.566666666667, 10.466666666667",Vienne,,"48.20833, 16.373064"
Hans Fyoll,1460-01-01T00:00:00Z,1531-01-01T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),"50.113611111111, 8.6797222222222",Francfort-sur-le-Main,,"50.113611111111, 8.6797222222222"
Giovanni Martino Spanzotti,1455-01-01T00:00:00Z,1526-01-01T00:00:00Z,Casale Monferrato,Point(8.458333333 45.134166666),"45.134166666667, 8.4583333333333",Chivasso,,"45.183333333333, 7.8833333333333"
